degree,university,year,gross_mthly_25_percentile,gross_mthly_75_percentile,gross_monthly_median,IQR,IQR_ratio
Bachelor of Engineering (Biomedical Engineering),National University of Singapore,2021,3300,4000,3600.0,700,0.19444444444444445
Bachelor of Engineering (Biomedical Engineering),National University of Singapore,2022,3500,5000,4000.0,1500,0.375
Bachelor of Engineering (Biomedical Engineering) ^^,National University of Singapore,2014,2700,3300,3000.0,600,0.2
"Bachelor of Engineering (Chemical
Engineering)",National University of Singapore,2023,4000,4760,4405.0,760,0.17253121452894438
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2013,3000,3644,3175.0,644,0.20283464566929135
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2014,3000,3650,3300.0,650,0.19696969696969696
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2015,3000,4000,3500.0,1000,0.2857142857142857
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2016,3150,4000,3450.0,850,0.2463768115942029
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2017,3300,4000,3600.0,700,0.19444444444444445
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2018,3500,4300,4000.0,800,0.2
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2019,3500,4300,3950.0,800,0.20253164556962025
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2020,3700,4500,4000.0,800,0.2
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2021,3600,4300,3800.0,700,0.18421052631578946
Bachelor of Engineering (Chemical Engineering),National University of Singapore,2022,4018,5100,4675.0,1082,0.23144385026737968
"Bachelor of Engineering (Civil
Engineering)",National University of Singapore,2023,3800,4500,4000.0,700,0.175
Bachelor of Engineering (Civil Engineering),National University of Singapore,2013,3000,3300,3050.0,300,0.09836065573770492
Bachelor of Engineering (Civil Engineering),National University of Singapore,2014,3000,3500,3208.0,500,0.15586034912718205
Bachelor of Engineering (Civil Engineering),National University of Singapore,2015,3200,3500,3350.0,300,0.08955223880597014
Bachelor of Engineering (Civil Engineering),National University of Singapore,2016,3200,3800,3420.0,600,0.17543859649122806
Bachelor of Engineering (Civil Engineering),National University of Singapore,2017,3135,3700,3300.0,565,0.1712121212121212
Bachelor of Engineering (Civil Engineering),National University of Singapore,2018,3300,3900,3500.0,600,0.17142857142857143
Bachelor of Engineering (Civil Engineering),National University of Singapore,2019,3400,4025,3600.0,625,0.1736111111111111
Bachelor of Engineering (Civil Engineering),National University of Singapore,2020,3500,4050,3590.0,550,0.1532033426183844
Bachelor of Engineering (Civil Engineering),National University of Singapore,2021,3500,4100,3700.0,600,0.16216216216216217
Bachelor of Engineering (Civil Engineering),National University of Singapore,2022,3700,4400,4000.0,700,0.175
"Bachelor of Engineering (Computer
Engineering)",National University of Singapore,2023,4900,6355,5595.0,1455,0.26005361930294907
Bachelor of Engineering (Computer Engineering),National University of Singapore,2013,3000,3970,3200.0,970,0.303125
Bachelor of Engineering (Computer Engineering),National University of Singapore,2014,3200,4080,3500.0,880,0.25142857142857145
Bachelor of Engineering (Computer Engineering),National University of Singapore,2015,3325,4583,4000.0,1258,0.3145
Bachelor of Engineering (Computer Engineering),National University of Singapore,2016,3467,4500,3900.0,1033,0.26487179487179485
Bachelor of Engineering (Computer Engineering),National University of Singapore,2017,3588,4500,3900.0,912,0.23384615384615384
Bachelor of Engineering (Computer Engineering),National University of Singapore,2018,3500,4900,3975.0,1400,0.3522012578616352
Bachelor of Engineering (Computer Engineering),National University of Singapore,2019,3750,4900,4000.0,1150,0.2875
Bachelor of Engineering (Computer Engineering),National University of Singapore,2020,4080,5500,5000.0,1420,0.284
Bachelor of Engineering (Computer Engineering),National University of Singapore,2021,4500,6200,5400.0,1700,0.3148148148148148
Bachelor of Engineering (Computer Engineering),National University of Singapore,2022,5300,6800,6000.0,1500,0.25
Bachelor of Engineering (Computer Science and Design),Singapore University of Technology and Design,2021,4400,5414,4800.0,1014,0.21125
Bachelor of Engineering (Computer Science and Design),Singapore University of Technology and Design,2022,4600,6600,5190.0,2000,0.3853564547206166
"Bachelor of Engineering (Electrical
Engineering)",National University of Singapore,2023,4340,5350,4800.0,1010,0.21041666666666667
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2013,3000,3600,3200.0,600,0.1875
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2014,3000,3800,3300.0,800,0.24242424242424243
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2015,3000,3700,3300.0,700,0.21212121212121213
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2016,3200,4200,3500.0,1000,0.2857142857142857
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2017,3300,3900,3600.0,600,0.16666666666666666
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2018,3400,4546,3700.0,1146,0.30972972972972973
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2019,3600,4600,4000.0,1000,0.25
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2020,3800,5000,4200.0,1200,0.2857142857142857
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2021,3900,4550,4150.0,650,0.1566265060240964
Bachelor of Engineering (Electrical Engineering),National University of Singapore,2022,4380,5500,4800.0,1120,0.23333333333333334
"Bachelor of Engineering (Engineering
Science)",National University of Singapore,2023,4000,5200,4500.0,1200,0.26666666666666666
Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,2015,3400,3800,3600.0,400,0.1111111111111111
Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,2016,3300,3750,3600.0,450,0.125
Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,2017,3450,3800,3600.0,350,0.09722222222222222
Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,2018,3500,4000,3700.0,500,0.13513513513513514
Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,2019,3660,4500,4000.0,840,0.21
Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,2020,3500,4150,3800.0,650,0.17105263157894737
Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,2021,3750,4500,4000.0,750,0.1875
Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,2022,3900,5000,4200.0,1100,0.2619047619047619
Bachelor of Engineering (Engineering Science),National University of Singapore,2013,2800,3150,3000.0,350,0.11666666666666667
Bachelor of Engineering (Engineering Science),National University of Singapore,2014,3275,3790,3400.0,515,0.1514705882352941
Bachelor of Engineering (Engineering Science),National University of Singapore,2015,3500,4420,3800.0,920,0.24210526315789474
Bachelor of Engineering (Engineering Science),National University of Singapore,2016,3350,4026,3740.0,676,0.18074866310160428
Bachelor of Engineering (Engineering Science),National University of Singapore,2017,3440,4200,3675.0,760,0.20680272108843537
Bachelor of Engineering (Engineering Science) ^,National University of Singapore,2019,3400,5200,3750.0,1800,0.48
Bachelor of Engineering (Engineering Science) ^,National University of Singapore,2020,3765,5000,4000.0,1235,0.30875
Bachelor of Engineering (Engineering Science) ^,National University of Singapore,2021,4000,4900,4500.0,900,0.2
Bachelor of Engineering (Engineering Science) ^,National University of Singapore,2022,4080,5000,4450.0,920,0.20674157303370785
Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,2015,3190,4100,3500.0,910,0.26
Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,2016,3550,4200,3650.0,650,0.1780821917808219
Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,2017,3600,4210,3850.0,610,0.15844155844155844
Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,2018,3600,4000,3800.0,400,0.10526315789473684
Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,2019,3500,4400,4000.0,900,0.225
Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,2020,3725,4900,4000.0,1175,0.29375
Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,2021,3900,5000,4700.0,1100,0.23404255319148937
Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,2022,4000,5300,4500.0,1300,0.28888888888888886
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2013,3000,3500,3110.0,500,0.1607717041800643
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2014,3000,3422,3230.0,422,0.1306501547987616
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2015,3000,3670,3450.0,670,0.19420289855072465
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2016,3000,3832,3350.0,832,0.24835820895522387
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2017,3000,3800,3350.0,800,0.23880597014925373
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2018,3000,3868,3400.0,868,0.25529411764705884
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2019,3200,3900,3400.0,700,0.20588235294117646
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2020,3250,3875,3500.0,625,0.17857142857142858
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2021,3300,3900,3500.0,600,0.17142857142857143
Bachelor of Engineering (Environmental Engineering),National University of Singapore,2022,3850,5000,4200.0,1150,0.27380952380952384
Bachelor of Engineering (Hons) (Aerospace Engineering),Nanyang Technological University,2017,3250,4210,3500.0,960,0.2742857142857143
Bachelor of Engineering (Hons) (Bioengineering),Nanyang Technological University,2017,3000,3825,3419.0,825,0.2412986253290436
Bachelor of Engineering (Hons) (Civil Engineering),Nanyang Technological University,2017,3190,3675,3400.0,485,0.1426470588235294
Bachelor of Engineering (Hons) (Computer Engineering),Nanyang Technological University,2017,3450,3925,3600.0,475,0.13194444444444445
Bachelor of Engineering (Hons) (Computer Science),Nanyang Technological University,2017,3500,4500,3850.0,1000,0.2597402597402597
Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),Nanyang Technological University,2017,3200,4000,3600.0,800,0.2222222222222222
Bachelor of Engineering (Hons) (Environmental Engineering),Nanyang Technological University,2017,3200,3950,3635.0,750,0.2063273727647868
Bachelor of Engineering (Hons) (Information Engineering & Media),Nanyang Technological University,2017,3350,4200,3700.0,850,0.22972972972972974
Bachelor of Engineering (Hons) (Materials Engineering),Nanyang Technological University,2017,3200,3700,3375.0,500,0.14814814814814814
Bachelor of Engineering (Hons) (Mechanical Engineering),Nanyang Technological University,2017,3100,4000,3450.0,900,0.2608695652173913
"Bachelor of Engineering (Industrial
and Systems Engineering)",National University of Singapore,2023,4280,4990,4600.0,710,0.15434782608695652
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2013,3000,3800,3200.0,800,0.25
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2014,3200,4000,3600.0,800,0.2222222222222222
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2015,3300,4030,3500.0,730,0.20857142857142857
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2016,3300,4250,3500.0,950,0.2714285714285714
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2017,3450,4200,3875.0,750,0.1935483870967742
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2018,3600,4500,3895.0,900,0.23106546854942234
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2019,3500,4600,4000.0,1100,0.275
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2020,3700,4800,4380.0,1100,0.2511415525114155
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2021,4000,4900,4500.0,900,0.2
Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,2022,4290,5650,5000.0,1360,0.272
Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,2015,3338,4450,3950.0,1112,0.28151898734177216
Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,2016,3500,4950,4000.0,1450,0.3625
Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,2017,3600,4900,4023.0,1300,0.3231419338801889
Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,2018,4000,5000,4400.0,1000,0.22727272727272727
Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,2019,3800,5000,4400.0,1200,0.2727272727272727
Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,2020,4000,5000,4500.0,1000,0.2222222222222222
"Bachelor of Engineering (Materials
Science and Engineering)",National University of Singapore,2023,4000,4700,4346.0,700,0.16106764841233318
Bachelor of Engineering (Materials Science And Engineering),National University of Singapore,2016,3200,3900,3540.0,700,0.1977401129943503
Bachelor of Engineering (Materials Science And Engineering),National University of Singapore,2017,3200,3950,3388.0,750,0.22136953955135774
Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,2013,3000,3260,3000.0,260,0.08666666666666667
Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,2014,3000,3600,3300.0,600,0.18181818181818182
Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,2015,3050,3790,3350.0,740,0.2208955223880597
Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,2018,3500,4305,3600.0,805,0.22361111111111112
Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,2019,3700,4600,4000.0,900,0.225
Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,2020,3600,4200,3900.0,600,0.15384615384615385
Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,2021,3600,4200,3896.0,600,0.1540041067761807
Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,2022,3850,5000,4500.0,1150,0.25555555555555554
"Bachelor of Engineering (Mechanical
Engineering)",National University of Singapore,2023,4030,5046,4490.0,1016,0.22628062360801782
